"","sim","DiscountedCost","DiscountedQALY","LY","group"
"229",58,191032.100637494,0.821406066363971,1.69735083737268,"Chemo-Chemo"
"230",58,258193.347273978,0.93857175431561,1.92332887760298,"Chemo-TDxd"
"231",58,317794.754331214,1.09923024446886,2.16385271115022,"TDxD-Chemo"
"232",58,322263.43554045,1.05374030588773,2.07646218575918,"TDxD-SG"
"233",59,164689.778610688,0.537294264626531,1.55985210020468,"Chemo-Chemo"
"234",59,233585.455805647,0.653320442100188,1.84381278059346,"Chemo-TDxd"
"235",59,289190.735460956,0.810366710471219,2.04964039806252,"TDxD-Chemo"
"236",59,310011.968081797,0.831345038642382,2.1024667431878,"TDxD-SG"
"237",60,180338.770018817,0.888772898621442,1.72535152734306,"Chemo-Chemo"
"238",60,241908.344000548,1.01797429674767,1.97217880013847,"Chemo-TDxd"
"239",60,267987.266898428,1.07242973541669,2.01860350296107,"TDxD-Chemo"
"240",60,283069.203886797,1.06414692244357,2.00294342210872,"TDxD-SG"
"241",61,169644.384232711,0.853404981902799,1.70806859052426,"Chemo-Chemo"
"242",61,226606.745478304,0.964749331368334,1.91851687764095,"Chemo-TDxd"
"243",61,272995.778411991,1.02492755345096,2.0960024484743,"TDxD-Chemo"
"244",61,288999.012876183,1.01557190004615,2.07903565985522,"TDxD-SG"
"245",62,169845.030279884,0.874487834874414,1.71045076786768,"Chemo-Chemo"
"246",62,258832.156425896,0.998864026238065,2.08265236244207,"Chemo-TDxd"
"247",62,317436.246437472,1.11503191315247,2.32045279230236,"TDxD-Chemo"
"248",62,341804.914821671,1.08584173223847,2.25490794289023,"TDxD-SG"
"249",63,195677.812341284,0.805522372911247,1.73129035279494,"Chemo-Chemo"
"250",63,247932.226537349,0.896310774803255,1.93192660407149,"Chemo-TDxd"
"251",63,288444.858378903,1.03322310885501,2.16691209189143,"TDxD-Chemo"
"252",63,311018.531056084,1.03322250765791,2.16691075741635,"TDxD-SG"
"253",64,188706.918238717,0.682982144672195,1.73354797355935,"Chemo-Chemo"
"254",64,242182.023458355,0.778867360256759,1.97614305196093,"Chemo-TDxd"
"255",64,281884.432505278,0.948089587774554,2.23458113534838,"TDxD-Chemo"
"256",64,305135.935350561,0.931844782905167,2.19328052008726,"TDxD-SG"
"257",65,169200.370368957,0.707487031473296,1.67917695758238,"Chemo-Chemo"
"258",65,221211.108595271,0.832865560918673,1.95031994585507,"Chemo-TDxd"
"259",65,244436.092800951,0.958817154111546,2.13564726339493,"TDxD-Chemo"
"260",65,271163.704290916,0.980536535134994,2.18277038049303,"TDxD-SG"
"261",66,201662.556031885,0.799187174188678,1.68052701601605,"Chemo-Chemo"
"262",66,284818.58845504,0.932673167391527,1.9534482369496,"Chemo-TDxd"
"263",66,337411.562345817,1.0784137427708,2.08592057997615,"TDxD-Chemo"
"264",66,371704.765722247,1.13497442549755,2.20149665055733,"TDxD-SG"
"265",67,187662.744701465,0.742313719042127,1.71356433325373,"Chemo-Chemo"
"266",67,260421.308326969,0.850376012143664,1.97353587884248,"Chemo-TDxd"
